2022-12-18 13:58:50,803 INFO    StreamThr :16488 [internal.py:wandb_internal():90] W&B internal server running at pid: 16488, started at: 2022-12-18 13:58:50.802263
2022-12-18 13:58:51,139 DEBUG   HandlerThread:16488 [system_monitor.py:probe():180] {'os': 'Linux-5.4.0-131-generic-x86_64-with-debian-buster-sid', 'python': '3.7.12', 'heartbeatAt': '2022-12-18T18:58:51.112904', 'startedAt': '2022-12-18T18:58:50.773909', 'docker': None, 'cuda': None, 'args': ('--adt_weight=6.580801405897841', '--epochs=60', '--gex_dim=1000', '--gex_weight=33.70376938391602', '--init=he', '--latent_dim=128', '--lr=0.01', '--model=[[1000, 200], [50, 100], [100, 40], [10, 30]]', '--weight_decay=0.035148843745601746'), 'state': 'running', 'program': 'gex_adt_sweep.py', 'codePath': 'experiments/scripts/gex_adt_sweep.py', 'git': {'remote': 'https://github.com/hsmaan/team_single_cell', 'commit': '76b435f2121c654f0ef1f23e7da9f14450464c91'}, 'email': 'dimon.ka2002@gmail.com', 'root': '/ssd003/home/angelo/single-cell-proj/repo/team_single_cell', 'host': 'gpu056', 'username': 'angelo', 'executable': '/h/angelo/miniconda3/envs/single_cell_env/bin/python', 'cpu_count': 16, 'cpu_count_logical': 32, 'cpu_freq': {'current': 2401.8908749999996, 'min': 800.0, 'max': 3000.0}, 'cpu_freq_per_core': [{'current': 2399.998, 'min': 800.0, 'max': 3000.0}, {'current': 2401.765, 'min': 800.0, 'max': 3000.0}, {'current': 2402.506, 'min': 800.0, 'max': 3000.0}, {'current': 2402.628, 'min': 800.0, 'max': 3000.0}, {'current': 2402.244, 'min': 800.0, 'max': 3000.0}, {'current': 2404.599, 'min': 800.0, 'max': 3000.0}, {'current': 2404.599, 'min': 800.0, 'max': 3000.0}, {'current': 2399.948, 'min': 800.0, 'max': 3000.0}, {'current': 2402.371, 'min': 800.0, 'max': 3000.0}, {'current': 2402.089, 'min': 800.0, 'max': 3000.0}, {'current': 2403.632, 'min': 800.0, 'max': 3000.0}, {'current': 2400.177, 'min': 800.0, 'max': 3000.0}, {'current': 2400.293, 'min': 800.0, 'max': 3000.0}, {'current': 2402.757, 'min': 800.0, 'max': 3000.0}, {'current': 2403.066, 'min': 800.0, 'max': 3000.0}, {'current': 2400.829, 'min': 800.0, 'max': 3000.0}, {'current': 2400.011, 'min': 800.0, 'max': 3000.0}, {'current': 2403.304, 'min': 800.0, 'max': 3000.0}, {'current': 2402.301, 'min': 800.0, 'max': 3000.0}, {'current': 2403.105, 'min': 800.0, 'max': 3000.0}, {'current': 2403.362, 'min': 800.0, 'max': 3000.0}, {'current': 2401.321, 'min': 800.0, 'max': 3000.0}, {'current': 2403.217, 'min': 800.0, 'max': 3000.0}, {'current': 2402.1, 'min': 800.0, 'max': 3000.0}, {'current': 2401.782, 'min': 800.0, 'max': 3000.0}, {'current': 2400.091, 'min': 800.0, 'max': 3000.0}, {'current': 2401.521, 'min': 800.0, 'max': 3000.0}, {'current': 2398.998, 'min': 800.0, 'max': 3000.0}, {'current': 2402.775, 'min': 800.0, 'max': 3000.0}, {'current': 2399.211, 'min': 800.0, 'max': 3000.0}, {'current': 2402.568, 'min': 800.0, 'max': 3000.0}, {'current': 2401.34, 'min': 800.0, 'max': 3000.0}], 'disk': {'total': 819.2042961120605, 'used': 28.23253631591797}, 'gpu': 'NVIDIA A40', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA A40', 'memory_total': 47850782720}], 'memory': {'total': 188.59261322021484}}
2022-12-18 13:58:51,140 INFO    HandlerThread:16488 [system_monitor.py:probe():181] Finished collecting system info
2022-12-18 13:58:51,140 INFO    HandlerThread:16488 [system_monitor.py:probe():184] Publishing system info
2022-12-18 13:58:51,140 DEBUG   HandlerThread:16488 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2022-12-18 13:58:51,142 DEBUG   HandlerThread:16488 [system_info.py:_save_pip():67] Saving pip packages done
2022-12-18 13:58:51,142 DEBUG   HandlerThread:16488 [system_info.py:_save_conda():75] Saving list of conda packages installed into the current environment
2022-12-18 13:58:51,995 INFO    Thread-13 :16488 [dir_watcher.py:_on_file_created():275] file/dir created: /ssd003/home/angelo/single-cell-proj/repo/team_single_cell/experiments/scripts/wandb/run-20221218_135850-jltuu99z/files/conda-environment.yaml
2022-12-18 13:58:51,995 INFO    Thread-13 :16488 [dir_watcher.py:_on_file_created():275] file/dir created: /ssd003/home/angelo/single-cell-proj/repo/team_single_cell/experiments/scripts/wandb/run-20221218_135850-jltuu99z/files/requirements.txt
2022-12-18 13:58:51,996 INFO    Thread-13 :16488 [dir_watcher.py:_on_file_created():275] file/dir created: /ssd003/home/angelo/single-cell-proj/repo/team_single_cell/experiments/scripts/wandb/run-20221218_135850-jltuu99z/files/wandb-summary.json
2022-12-18 13:58:55,845 DEBUG   HandlerThread:16488 [system_info.py:_save_conda():86] Saving conda packages done
2022-12-18 13:58:55,847 INFO    HandlerThread:16488 [system_monitor.py:probe():186] Finished publishing system info
2022-12-18 13:58:55,919 DEBUG   SenderThread:16488 [sender.py:send():303] send: files
2022-12-18 13:58:55,919 INFO    SenderThread:16488 [sender.py:_save_file():1171] saving file wandb-metadata.json with policy now
2022-12-18 13:58:55,930 DEBUG   HandlerThread:16488 [handler.py:handle_request():139] handle_request: stop_status
2022-12-18 13:58:55,931 DEBUG   SenderThread:16488 [sender.py:send_request():317] send_request: stop_status
2022-12-18 13:58:55,998 INFO    Thread-13 :16488 [dir_watcher.py:_on_file_modified():292] file/dir modified: /ssd003/home/angelo/single-cell-proj/repo/team_single_cell/experiments/scripts/wandb/run-20221218_135850-jltuu99z/files/conda-environment.yaml
2022-12-18 13:58:55,998 INFO    Thread-13 :16488 [dir_watcher.py:_on_file_created():275] file/dir created: /ssd003/home/angelo/single-cell-proj/repo/team_single_cell/experiments/scripts/wandb/run-20221218_135850-jltuu99z/files/wandb-metadata.json
2022-12-18 13:58:56,000 DEBUG   SenderThread:16488 [sender.py:send():303] send: telemetry
2022-12-18 13:58:56,276 INFO    Thread-16 :16488 [upload_job.py:push():143] Uploaded file /tmp/tmpbp4s4vaiwandb/6ixgrq0e-wandb-metadata.json
2022-12-18 13:58:56,999 INFO    Thread-13 :16488 [dir_watcher.py:_on_file_created():275] file/dir created: /ssd003/home/angelo/single-cell-proj/repo/team_single_cell/experiments/scripts/wandb/run-20221218_135850-jltuu99z/files/output.log
2022-12-18 13:58:59,000 INFO    Thread-13 :16488 [dir_watcher.py:_on_file_modified():292] file/dir modified: /ssd003/home/angelo/single-cell-proj/repo/team_single_cell/experiments/scripts/wandb/run-20221218_135850-jltuu99z/files/output.log
2022-12-18 13:59:11,037 DEBUG   HandlerThread:16488 [handler.py:handle_request():139] handle_request: stop_status
2022-12-18 13:59:11,038 DEBUG   SenderThread:16488 [sender.py:send_request():317] send_request: stop_status
2022-12-18 13:59:15,010 INFO    Thread-13 :16488 [dir_watcher.py:_on_file_modified():292] file/dir modified: /ssd003/home/angelo/single-cell-proj/repo/team_single_cell/experiments/scripts/wandb/run-20221218_135850-jltuu99z/files/output.log
2022-12-18 13:59:19,013 INFO    Thread-13 :16488 [dir_watcher.py:_on_file_modified():292] file/dir modified: /ssd003/home/angelo/single-cell-proj/repo/team_single_cell/experiments/scripts/wandb/run-20221218_135850-jltuu99z/files/output.log
2022-12-18 13:59:22,015 INFO    Thread-13 :16488 [dir_watcher.py:_on_file_modified():292] file/dir modified: /ssd003/home/angelo/single-cell-proj/repo/team_single_cell/experiments/scripts/wandb/run-20221218_135850-jltuu99z/files/config.yaml
2022-12-18 13:59:25,017 INFO    Thread-13 :16488 [dir_watcher.py:_on_file_modified():292] file/dir modified: /ssd003/home/angelo/single-cell-proj/repo/team_single_cell/experiments/scripts/wandb/run-20221218_135850-jltuu99z/files/output.log
2022-12-18 13:59:26,103 DEBUG   HandlerThread:16488 [handler.py:handle_request():139] handle_request: stop_status
2022-12-18 13:59:26,104 DEBUG   SenderThread:16488 [sender.py:send_request():317] send_request: stop_status
2022-12-18 13:59:31,021 INFO    Thread-13 :16488 [dir_watcher.py:_on_file_modified():292] file/dir modified: /ssd003/home/angelo/single-cell-proj/repo/team_single_cell/experiments/scripts/wandb/run-20221218_135850-jltuu99z/files/output.log
2022-12-18 13:59:33,023 INFO    Thread-13 :16488 [dir_watcher.py:_on_file_modified():292] file/dir modified: /ssd003/home/angelo/single-cell-proj/repo/team_single_cell/experiments/scripts/wandb/run-20221218_135850-jltuu99z/files/output.log
2022-12-18 13:59:41,169 DEBUG   HandlerThread:16488 [handler.py:handle_request():139] handle_request: stop_status
2022-12-18 13:59:41,170 DEBUG   SenderThread:16488 [sender.py:send_request():317] send_request: stop_status
2022-12-18 13:59:51,087 DEBUG   SystemMonitor:16488 [system_monitor.py:_start():130] Starting system metrics aggregation loop
2022-12-18 13:59:51,089 DEBUG   SenderThread:16488 [sender.py:send():303] send: stats
2022-12-18 13:59:56,248 DEBUG   HandlerThread:16488 [handler.py:handle_request():139] handle_request: stop_status
2022-12-18 13:59:56,248 DEBUG   SenderThread:16488 [sender.py:send_request():317] send_request: stop_status
2022-12-18 14:00:11,313 DEBUG   HandlerThread:16488 [handler.py:handle_request():139] handle_request: stop_status
2022-12-18 14:00:11,314 DEBUG   SenderThread:16488 [sender.py:send_request():317] send_request: stop_status
2022-12-18 14:00:21,091 DEBUG   SenderThread:16488 [sender.py:send():303] send: stats
2022-12-18 14:00:26,378 DEBUG   HandlerThread:16488 [handler.py:handle_request():139] handle_request: stop_status
2022-12-18 14:00:26,378 DEBUG   SenderThread:16488 [sender.py:send_request():317] send_request: stop_status
2022-12-18 14:00:41,446 DEBUG   HandlerThread:16488 [handler.py:handle_request():139] handle_request: stop_status
2022-12-18 14:00:41,447 DEBUG   SenderThread:16488 [sender.py:send_request():317] send_request: stop_status
2022-12-18 14:00:51,092 DEBUG   SenderThread:16488 [sender.py:send():303] send: stats
2022-12-18 14:00:56,513 DEBUG   HandlerThread:16488 [handler.py:handle_request():139] handle_request: stop_status
2022-12-18 14:00:56,514 DEBUG   SenderThread:16488 [sender.py:send_request():317] send_request: stop_status
2022-12-18 14:01:11,581 DEBUG   HandlerThread:16488 [handler.py:handle_request():139] handle_request: stop_status
2022-12-18 14:01:11,581 DEBUG   SenderThread:16488 [sender.py:send_request():317] send_request: stop_status
2022-12-18 14:01:21,094 DEBUG   SenderThread:16488 [sender.py:send():303] send: stats
2022-12-18 14:01:26,646 DEBUG   HandlerThread:16488 [handler.py:handle_request():139] handle_request: stop_status
2022-12-18 14:01:26,646 DEBUG   SenderThread:16488 [sender.py:send_request():317] send_request: stop_status
2022-12-18 14:01:41,710 DEBUG   HandlerThread:16488 [handler.py:handle_request():139] handle_request: stop_status
2022-12-18 14:01:41,711 DEBUG   SenderThread:16488 [sender.py:send_request():317] send_request: stop_status
2022-12-18 14:01:51,095 DEBUG   SenderThread:16488 [sender.py:send():303] send: stats
2022-12-18 14:01:56,774 DEBUG   HandlerThread:16488 [handler.py:handle_request():139] handle_request: stop_status
2022-12-18 14:01:56,774 DEBUG   SenderThread:16488 [sender.py:send_request():317] send_request: stop_status
2022-12-18 14:02:11,844 DEBUG   HandlerThread:16488 [handler.py:handle_request():139] handle_request: stop_status
2022-12-18 14:02:11,845 DEBUG   SenderThread:16488 [sender.py:send_request():317] send_request: stop_status
2022-12-18 14:02:21,097 DEBUG   SenderThread:16488 [sender.py:send():303] send: stats
2022-12-18 14:02:26,917 DEBUG   HandlerThread:16488 [handler.py:handle_request():139] handle_request: stop_status
2022-12-18 14:02:26,917 DEBUG   SenderThread:16488 [sender.py:send_request():317] send_request: stop_status
2022-12-18 14:02:41,981 DEBUG   HandlerThread:16488 [handler.py:handle_request():139] handle_request: stop_status
2022-12-18 14:02:41,981 DEBUG   SenderThread:16488 [sender.py:send_request():317] send_request: stop_status
2022-12-18 14:02:51,098 DEBUG   SenderThread:16488 [sender.py:send():303] send: stats
2022-12-18 14:02:57,046 DEBUG   HandlerThread:16488 [handler.py:handle_request():139] handle_request: stop_status
2022-12-18 14:02:57,046 DEBUG   SenderThread:16488 [sender.py:send_request():317] send_request: stop_status
2022-12-18 14:03:12,117 DEBUG   HandlerThread:16488 [handler.py:handle_request():139] handle_request: stop_status
2022-12-18 14:03:12,117 DEBUG   SenderThread:16488 [sender.py:send_request():317] send_request: stop_status
2022-12-18 14:03:21,794 DEBUG   SenderThread:16488 [sender.py:send():303] send: stats
2022-12-18 14:03:32,123 DEBUG   HandlerThread:16488 [handler.py:handle_request():139] handle_request: stop_status
2022-12-18 14:03:32,123 DEBUG   SenderThread:16488 [sender.py:send_request():317] send_request: stop_status
2022-12-18 14:03:47,252 DEBUG   HandlerThread:16488 [handler.py:handle_request():139] handle_request: stop_status
2022-12-18 14:03:47,253 DEBUG   SenderThread:16488 [sender.py:send_request():317] send_request: stop_status
2022-12-18 14:03:51,101 DEBUG   SenderThread:16488 [sender.py:send():303] send: stats
2022-12-18 14:04:02,321 DEBUG   HandlerThread:16488 [handler.py:handle_request():139] handle_request: stop_status
2022-12-18 14:04:02,321 DEBUG   SenderThread:16488 [sender.py:send_request():317] send_request: stop_status
2022-12-18 14:04:17,385 DEBUG   HandlerThread:16488 [handler.py:handle_request():139] handle_request: stop_status
2022-12-18 14:04:17,386 DEBUG   SenderThread:16488 [sender.py:send_request():317] send_request: stop_status
2022-12-18 14:04:21,106 DEBUG   SenderThread:16488 [sender.py:send():303] send: stats
2022-12-18 14:04:32,452 DEBUG   HandlerThread:16488 [handler.py:handle_request():139] handle_request: stop_status
2022-12-18 14:04:32,452 DEBUG   SenderThread:16488 [sender.py:send_request():317] send_request: stop_status
